SLURM_ARRAY_JOB_ID,SLURM_ARRAY_TASK_COUNT,SLURM_ARRAY_TASK_ID,SLURM_ARRAY_TASK_MAX,SLURM_ARRAY_TASK_MIN,SLURM_JOB_ID,cfg_make_cv_sim_recipe,cfg_make_wt_specs_recipe,cfg_maxseqlen,cfg_n_imports_mx,cfg_num_mut_sites,cfg_p_wt_to_mut,cfg_pop_size,cfg_refseqs,cfg_suffix_mut,cfg_suffix_wt,replicate_num,replicate_uuid,trt_eff_size,trt_mutmx_active_strain_factor,trt_mutmx_rel_beta,trt_mutmx_withinhost_r,trt_name,trt_seed,trt_type,cumulative_infections,cumulative_reinfections,cumulative_infectious,cumulative_symptomatic_cases,cumulative_severe_cases,cumulative_critical_cases,cumulative_recoveries,cumulative_deaths,cumulative_tests,cumulative_diagnoses,cumulative_known_deaths,cumulative_quarantined_people,cumulative_isolated_people,cumulative_vaccine_doses,cumulative_vaccinated_people
56516680,35,32,34,0,56516836,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,4,7024c7f3-16bc-8d56-b17e-a64ef47c0048,1.3,1.0,0.75,1.3,Sben1.3x/Gdel1.3x,32,Sben/Gdel,1221182,1021411,1213378,613566,20513,6158,1196170,2189,0,0,0,0,0,0,0
56516680,35,10,34,0,56516798,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,1,3defbb03-c485-80b7-8b55-3fa01f378824,1.1,1.0,0.9,1.1,Sben1.1x/Gdel1.1x,10,Sben/Gdel,1213187,1013450,1205594,610280,20358,6073,1189134,2200,0,0,0,0,0,0,0
56516680,35,4,34,0,56516744,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,0,d07369f4-3da7-84c9-a1ce-fbdf3a583c6f,1.3,1.0,0.75,1.3,Sben1.3x/Gdel1.3x,4,Sben/Gdel,1214497,1014754,1206941,610694,20099,6150,1191121,2206,0,0,0,0,0,0,0
56516680,35,21,34,0,56516821,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,3,4cec45c5-d8ed-8363-88d3-a21ef2332958,1.1,1.0,1.0,1.1,Sben1.1x/Gneu,21,Sben/Gneu,1223548,1023782,1215503,614925,20554,6318,1197507,2276,0,0,0,0,0,0,0
56516680,35,27,34,0,56516830,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,3,1bd1619f-bf4f-830f-9249-412024001249,1.0,1.0,1.0,1.0,Sneu/Gneu,27,Sneu/Gneu,1218195,1018421,1210665,613169,20607,6166,1193797,2224,0,0,0,0,0,0,0
56516680,35,1,34,0,56516741,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,0,9df57049-9921-803c-bf3a-b7e6c22346cb,1.3,1.0,1.0,1.3,Sben1.3x/Gneu,1,Sben/Gneu,1219966,1020192,1211827,612598,20097,6063,1194597,2136,0,0,0,0,0,0,0
56516680,35,26,34,0,56516829,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,3,b8b5b251-029f-8d48-94d6-dc12bccff21b,2.0,1.0,0.5,2.0,Sben2x/Gdel2x,26,Sben/Gdel,1200820,1001100,1193570,605249,19728,5906,1177928,2089,0,0,0,0,0,0,0
56516680,35,31,34,0,56516835,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,4,179dd0de-f78b-83ff-a1b6-ea79dbd5ccfa,1.1,1.0,0.9,1.1,Sben1.1x/Gdel1.1x,31,Sben/Gdel,1217676,1017895,1210692,613153,20527,6244,1195207,2191,0,0,0,0,0,0,0
56516680,35,28,34,0,56516831,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,4,7659ebaf-0658-85a8-bc9a-15f7d639cf85,1.1,1.0,1.0,1.1,Sben1.1x/Gneu,28,Sben/Gneu,1221090,1021320,1213251,613531,20223,6125,1195547,2184,0,0,0,0,0,0,0
56516680,35,13,34,0,56516801,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,1,5b46bec1-52b1-8645-a8a3-bd970458cff3,1.0,1.0,1.0,1.0,Sneu/Gneu,13,Sneu/Gneu,1211966,1012197,1204217,609491,19938,6063,1187203,2165,0,0,0,0,0,0,0
56516680,35,9,34,0,56516797,make_cv_sim_vanilla,make_wt_specs_uk,49,100,1,2e-06,200000,https://osf.io/hp25c/download,',+,1,9af0e92d-02c5-85b1-a1e0-8d7f3a24e79e,2.0,1.0,1.0,2.0,Sben2x/Gneu,9,Sben/Gneu,1211763,1011997,1204107,610441,20279,6143,1187591,2263,0,0,0,0,0,0,0
